id,name,brewery_type,address_1,address_2,address_3,city,state_province,postal_code,country,phone,website_url,longitude,latitude
0741b847-a106-4852-841f-01ca01f26a5a,Signal Brewing,micro,202 Barker St,,,Wellington,Ontario,K0K 3L0,Canada,,https://signal.beer,,
9853cc8e-beeb-4b27-92ce-c14d20ec13c0,Silversmith Brewing Company,micro,1523 Niagara Stone Rd,,,Virgil,Ontario,L0S 1T0,Canada,9054682337.0,http://www.silversmithbrewing.com,,
96081b26-e2e2-4d7f-a350-83f6633f0e84,Sleeping Giant Brewing Co.,micro,411 Memorial Ave,,,Thunder Bay,Ontario,P7B 3Y6,Canada,,https://sleepinggiantbrewing.ca,,
5599ed80-5f7b-46c7-9628-41e0e21e3eed,Something In The Water Brewing Co,micro,151 East Liberty Street,,,Toronto,Ontario,M6K3K4,Canada,(416) 570-1866,https://somethingbrewing.ca/,-79.4171375,43.63850179999999
84a10d5e-6708-46ad-ad30-a228e1e00303,Sons of Kent Brewing Co.,micro,180 Wellington St W,,,Chatham,Ontario,N7M 1J9,Canada,5193514311.0,https://sonsofkent.com,,
e7be1d79-f04a-43b2-af63-6479379e925d,Stack Brewing,micro,830 Douglas St,,,Sudbury,Ontario,P3E 1K2,Canada,7056746337.0,https://stackbrewing.ca,,
4b101733-022e-483c-9eb9-03778927ddf7,Steadfast Brewing Company,micro,301 Lansdowne Ave,,,Toronto,Ontario,M6K1V5,Canada,(416) 343-9595,https://www.steadfastbrewingco.com/home,-79.43966,43.65060990000001
e8f047c7-2a80-4019-bd20-9704ca3366cb,Steam Whistle Brewing,micro,255 Bremner Boulevard,,,Toronto,Ontario,M5V3M9,Canada,(416) 362-2337,https://steamwhistle.ca/,-79.3857111,43.64066719999999
6b7a8483-79a1-4345-9499-409ed6197f8a,Stone City Ales,micro,1 Brick Market Pl,,,Kingston,Ontario,K7K 1A8,Canada,,https://stonecityales.com,,
fb64e03b-61c0-444d-a1b4-f5422776c793,StoneHammer Brewing,micro,50 Wellington St E,,,Guelph,Ontario,N1H 2L5,Canada,,https://stonehammer.ca,,
6323fb83-589a-4fd6-819c-74bc9ea9cf42,Storm Stayed Brewing,micro,234 Wharncliffe Rd N,,,London,Ontario,N6H 2B5,Canada,,https://www.stormstayed.com,,
8f82aeaf-6438-4ae6-b56c-b30b8d4f5d63,Taberna Nacional,micro,928 College Street,,,Toronto,Ontario,M6H1A4,Canada,,https://www.tabernanacional.com/,-79.4258668,43.6538505
eb206df9-b5a1-4dc7-8604-58e05543e4f2,The Collingwood Brewery,micro,229 Hurontario St,,,Collingwood,Ontario,L9Y 2M4,Canada,7054450311.0,http://www.thecollingwoodbrewery.com,,
037e4e03-11bb-41a3-8e94-b254b308d3d6,The Olde Stone Brewing Company,brewpub,380 George St N,,,Peterborough,Ontario,K9H 3R1,Canada,7059487390.0,http://www.oldestone.ca,,
7a1d686e-58c6-4513-aa45-707f85a99852,The Second Wedge Brewing Company,micro,36 King St E,,,Uxbridge,Ontario,L9P 1A3,Canada,9056499555.0,https://thesecondwedge.ca,,
ee3418bb-da0f-4cdf-a1ad-ac794fdf9a9d,Thornbury Village Craft Brewery,brewpub,41 Bruce St S,,,Thornbury,Ontario,N0H 2P0,Canada,5195994278.0,http://thornburycraft.com,,
85d07bba-17d1-4356-b88a-a0474a79821f,Tobermory Brewing Co.,brewpub,22 Bay St,,,Tobermory,Ontario,N0H 2R0,Canada,5195962526.0,http://tobermorybrewingco.ca,,
5f36f1a4-36a0-4ab4-acb3-9749149cf075,Toboggan Brewing Co.,brewpub,585 Richmond St,,,London,Ontario,N6A 3G2,Canada,5196708282.0,http://www.tobogganbrewing.com,,
017134c2-b1c5-44a7-8bf3-63a1a531064d,Tooth and Nail Brewing Co.,micro,505 Ottawa St,,,Ottawa,Ontario,K1Z 5A8,Canada,,https://toothandnailbeer.com,,
39b705b8-b76b-4fd9-ba02-ad2624798c95,True History Brewing,micro,1154 St Clair Ave W,,,Toronto,Ontario,M6E1B3,Canada,,https://truehistorybeer.com/,-79.4424619,43.678284299999994
fbb8cf72-c358-4255-b9fd-5732ba40dff4,TWB Co-operative Brewing,micro,400 King St W,,,Kitchener,Ontario,N2G 1C7,Canada,,http://brewing.coop,,
1ed7ba6d-3a58-414e-bc9c-8226e149928c,Upper Thames Brewing Company,micro,225 Dundas St,,,Woodstock,Ontario,N4S 1A9,Canada,,http://upperthamesbrewing.ca,,
6259c7e3-1765-4330-a8e9-c7041e2475f8,Walkerville Brewery,micro,525 Argyle Rd,,,Windsor,Ontario,N8Y 3C2,Canada,5192545171.0,http://walkervillebrewery.com,,
0ec7730f-a038-448f-847a-a29b723991f8,Wellington Brewery,micro,950 Woodlawn Rd W,,,Guelph,Ontario,N1K 1B8,Canada,5198365000.0,https://www.wellingtonbrewery.ca,,
fb44eace-72b1-4971-a8f7-8870caca3e30,Whiprsnapr Brewing Co.,micro,1425 Clyde Ave,,,Ottawa,Ontario,K2G 3H7,Canada,,https://whiprsnaprbrewingco.com,,
c9c1e5c4-c436-4dc5-a336-3fcfab3f558a,Whitewater Brewing Company,micro,17 Antrim St,,,Cobden,Ontario,K0J 1K0,Canada,6136462337.0,http://whitewaterbeer.ca,,
88d3013f-a2b2-475c-82fe-8b493e3b371c,William Street Beer Co.,micro,408 William St,,,Cobourg,Ontario,K9A 3C3,Canada,,http://williamstreetbeer.com,,
bfe98f52-7a01-40bf-a0ca-8420877000c4,Windmill Brewery,micro,403 Highway 43,,,Kemptville,Ontario,K0G 1J0,Canada,,http://www.windmillbrewery.ca,,
